NEW_DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,DAILY_PRICE_PER_UNIT,DAILY_GROSS_PROFIT_PCT,DAILY_GROSS_PROFIT_PER_UNIT,AVG_UNIT_SALES_PRICE,ROLLING_7DAY_SALES_AVG,WEEKDAY,AVG_WEEKDAY_SALES,PROMO_NAME,BASE_START,BASE_END,BASE_PRICE,PROMO_PRICE,BASE_QTY,PROMO_QTY,PRICE_CHANGE_PCT,QTY_CHANGE_PCT,PRICE_ELASTICITY
2016-06-15,224030.55440,237934.73420,6541,34.25,-6.21,-2.13,35.40,147100.23,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-07-15,110288.23420,107437.38100,3148,35.03,2.58,0.91,35.40,86674.81,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-07-15,110288.23420,107437.38100,3148,35.03,2.58,0.91,35.40,69365.38,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-07-15,110288.23420,107437.38100,3148,35.03,2.58,0.91,35.40,78020.09,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-07-15,80326.44081,81730.27070,2050,39.18,-1.75,-0.68,35.40,60577.65,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-07-15,80326.44081,81730.27070,2050,39.18,-1.75,-0.68,35.40,63005.52,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-07-15,80326.44081,81730.27070,2050,39.18,-1.75,-0.68,35.40,65433.39,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-07-15,80345.63766,68788.09454,1910,42.07,14.38,6.05,35.40,45487.54,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-07-15,80345.63766,68788.09454,1910,42.07,14.38,6.05,35.40,38756.12,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-07-15,80345.63766,68788.09454,1910,42.07,14.38,6.05,35.40,52218.97,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-08-15,473321.88250,491559.42300,14587,32.45,-3.85,-1.25,35.40,307341.47,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-08-15,473321.88250,491559.42300,14587,32.45,-3.85,-1.25,35.40,267966.64,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-08-15,473321.88250,491559.42300,14587,32.45,-3.85,-1.25,35.40,228591.82,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-08-15,117288.01010,122504.35720,3068,38.23,-4.45,-1.70,35.40,81555.02,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-08-15,117288.01010,122504.35720,3068,38.23,-4.45,-1.70,35.40,92672.82,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-08-15,117288.01010,122504.35720,3068,38.23,-4.45,-1.70,35.40,70437.22,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-08-15,162727.52480,168580.17060,4649,35.00,-3.60,-1.26,35.40,175321.32,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-08-15,162727.52480,168580.17060,4649,35.00,-3.60,-1.26,35.40,190113.25,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-08-15,162727.52480,168580.17060,4649,35.00,-3.60,-1.26,35.40,160529.39,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-09-15,120236.18270,118094.04320,3432,35.03,1.78,0.62,35.40,120461.30,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-09-15,120236.18270,118094.04320,3432,35.03,1.78,0.62,35.40,127816.82,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-09-15,120236.18270,118094.04320,3432,35.03,1.78,0.62,35.40,113105.78,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-09-15,51002.83957,48601.96750,1300,39.23,4.71,1.85,35.40,48852.70,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-09-15,51002.83957,48601.96750,1300,39.23,4.71,1.85,35.40,46206.55,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-09-15,51002.83957,48601.96750,1300,39.23,4.71,1.85,35.40,43560.40,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-09-15,40742.17168,36464.75981,1010,40.34,10.50,4.24,35.40,30590.94,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-09-15,40742.17168,36464.75981,1010,40.34,10.50,4.24,35.40,29117.02,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-09-15,40742.17168,36464.75981,1010,40.34,10.50,4.24,35.40,27643.10,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-01-16,84904.90171,83350.43316,2491,34.08,1.83,0.62,35.40,89546.79,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-01-16,84904.90171,83350.43316,2491,34.08,1.83,0.62,35.40,90234.52,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-01-16,84904.90171,83350.43316,2491,34.08,1.83,0.62,35.40,88859.06,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-01-16,149444.05680,152030.98650,3629,41.18,-1.73,-0.71,35.40,106446.83,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-01-16,149444.05680,152030.98650,3629,41.18,-1.73,-0.71,35.40,93605.31,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-01-16,149444.05680,152030.98650,3629,41.18,-1.73,-0.71,35.40,80763.78,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-01-16,191287.35350,177577.28720,4652,41.12,7.17,2.95,35.40,136566.77,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-01-16,191287.35350,177577.28720,4652,41.12,7.17,2.95,35.40,118052.28,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-01-16,191287.35350,177577.28720,4652,41.12,7.17,2.95,35.40,155081.26,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-10-16,95229.77348,91087.85134,2591,36.75,4.35,1.60,35.40,103004.23,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-10-16,95229.77348,91087.85134,2591,36.75,4.35,1.60,35.40,99338.62,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-10-16,95229.77348,91087.85134,2591,36.75,4.35,1.60,35.40,106669.84,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-10-16,110809.31580,107331.98050,2810,39.43,3.14,1.24,35.40,66640.38,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-10-16,110809.31580,107331.98050,2810,39.43,3.14,1.24,35.40,76442.31,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-10-16,110809.31580,107331.98050,2810,39.43,3.14,1.24,35.40,56838.45,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-10-16,57296.28785,52701.29461,1335,42.92,8.02,3.44,35.40,75707.36,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-10-16,57296.28785,52701.29461,1335,42.92,8.02,3.44,35.40,73972.41,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-10-16,57296.28785,52701.29461,1335,42.92,8.02,3.44,35.40,77442.31,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-11-16,75871.43677,73905.81016,2017,37.62,2.59,0.97,35.40,141916.53,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-11-16,75871.43677,73905.81016,2017,37.62,2.59,0.97,35.40,131354.14,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-11-16,75871.43677,73905.81016,2017,37.62,2.59,0.97,35.40,152478.92,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-11-16,177192.56980,193615.30370,5042,35.14,-9.27,-3.26,35.40,230921.33,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-11-16,177192.56980,193615.30370,5042,35.14,-9.27,-3.26,35.40,202243.53,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-11-16,177192.56980,193615.30370,5042,35.14,-9.27,-3.26,35.40,259599.12,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-11-16,77229.97189,71428.87000,1763,43.81,7.51,3.29,35.40,89608.59,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-11-16,77229.97189,71428.87000,1763,43.81,7.51,3.29,35.40,88093.69,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-11-16,77229.97189,71428.87000,1763,43.81,7.51,3.29,35.40,86578.80,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-12-16,166037.92570,179571.12910,4308,38.54,-8.15,-3.14,35.40,219116.56,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-12-16,166037.92570,179571.12910,4308,38.54,-8.15,-3.14,35.40,217479.11,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-12-16,166037.92570,179571.12910,4308,38.54,-8.15,-3.14,35.40,220754.02,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-12-16,234468.07120,251493.90890,6585,35.61,-7.26,-2.59,35.40,211059.65,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-12-16,234468.07120,251493.90890,6585,35.61,-7.26,-2.59,35.40,219721.79,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-12-16,234468.07120,251493.90890,6585,35.61,-7.26,-2.59,35.40,202397.52,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-02-16,133913.84140,136797.07740,4127,32.45,-2.15,-0.70,35.40,263118.67,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-02-16,133913.84140,136797.07740,4127,32.45,-2.15,-0.70,35.40,292116.89,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-02-16,133913.84140,136797.07740,4127,32.45,-2.15,-0.70,35.40,321115.11,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-02-16,220506.20930,234723.22000,5846,37.72,-6.45,-2.43,35.40,271516.66,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-02-16,220506.20930,234723.22000,5846,37.72,-6.45,-2.43,35.40,242444.70,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-02-16,220506.20930,234723.22000,5846,37.72,-6.45,-2.43,35.40,300588.61,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-02-16,77344.69187,68269.24884,1841,42.01,11.73,4.93,35.40,100144.12,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-02-16,77344.69187,68269.24884,1841,42.01,11.73,4.93,35.40,101665.12,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-02-16,77344.69187,68269.24884,1841,42.01,11.73,4.93,35.40,98623.13,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-03-16,226617.95490,233191.10460,6968,32.52,-2.90,-0.94,35.40,424141.66,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-03-16,226617.95490,233191.10460,6968,32.52,-2.90,-0.94,35.40,399952.60,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-03-16,226617.95490,233191.10460,6968,32.52,-2.90,-0.94,35.40,375763.55,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-03-16,80635.28925,80121.29052,1959,41.16,0.64,0.26,35.40,94844.44,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-03-16,80635.28925,80121.29052,1959,41.16,0.64,0.26,35.40,84850.69,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-03-16,80635.28925,80121.29052,1959,41.16,0.64,0.26,35.40,104838.19,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-03-16,41893.30316,39495.45590,997,42.02,5.72,2.41,35.40,48621.09,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-03-16,41893.30316,39495.45590,997,42.02,5.72,2.41,35.40,49071.55,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-03-16,41893.30316,39495.45590,997,42.02,5.72,2.41,35.40,48170.63,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-04-16,294023.41090,301522.35230,8821,33.33,-2.55,-0.85,35.40,246395.43,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-04-16,294023.41090,301522.35230,8821,33.33,-2.55,-0.85,35.40,232056.71,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-04-16,294023.41090,301522.35230,8821,33.33,-2.55,-0.85,35.40,260734.16,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-04-16,50000.10144,48827.88538,1198,41.74,2.34,0.98,35.40,50912.52,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-04-16,50000.10144,48827.88538,1198,41.74,2.34,0.98,35.40,52230.24,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-04-16,50000.10144,48827.88538,1198,41.74,2.34,0.98,35.40,49594.79,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-04-16,327352.26140,345338.62810,9301,35.20,-5.49,-1.93,35.40,291594.89,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-04-16,327352.26140,345338.62810,9301,35.20,-5.49,-1.93,35.40,315192.81,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-04-16,327352.26140,345338.62810,9301,35.20,-5.49,-1.93,35.40,267996.98,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-05-16,415315.38390,441790.76720,12949,32.07,-6.37,-2.04,35.40,291891.84,Fri,245313.97,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-05-16,415315.38390,441790.76720,12949,32.07,-6.37,-2.04,35.40,261292.60,Fri,245313.97,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-05-16,415315.38390,441790.76720,12949,32.07,-6.37,-2.04,35.40,322491.08,Fri,245313.97,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-05-16,413700.17890,445569.71910,10964,37.73,-7.70,-2.91,35.40,323933.61,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-05-16,413700.17890,445569.71910,10964,37.73,-7.70,-2.91,35.40,361722.41,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-05-16,413700.17890,445569.71910,10964,37.73,-7.70,-2.91,35.40,286144.82,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-05-16,42871.83287,37139.30826,1019,42.07,13.37,5.63,35.40,57886.32,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-05-16,42871.83287,37139.30826,1019,42.07,13.37,5.63,35.40,52227.38,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-05-16,42871.83287,37139.30826,1019,42.07,13.37,5.63,35.40,63545.27,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-06-16,185606.27500,193340.31540,5788,32.07,-4.17,-1.34,35.40,284394.35,Mon,156313.03,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-06-16,185606.27500,193340.31540,5788,32.07,-4.17,-1.34,35.40,243277.28,Mon,156313.03,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-06-16,185606.27500,193340.31540,5788,32.07,-4.17,-1.34,35.40,325511.41,Mon,156313.03,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-06-16,100477.29680,96810.10358,2395,41.95,3.65,1.53,35.40,116716.92,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-06-16,100477.29680,96810.10358,2395,41.95,3.65,1.53,35.40,114331.52,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-06-16,100477.29680,96810.10358,2395,41.95,3.65,1.53,35.40,119102.31,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-06-16,201918.22210,209095.56970,5749,35.12,-3.55,-1.25,35.40,170787.98,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-06-16,201918.22210,209095.56970,5749,35.12,-3.55,-1.25,35.40,197859.28,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-06-16,201918.22210,209095.56970,5749,35.12,-3.55,-1.25,35.40,184323.63,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-07-16,156536.68620,164641.35400,4825,32.44,-5.18,-1.68,35.40,101936.44,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-07-16,156536.68620,164641.35400,4825,32.44,-5.18,-1.68,35.40,125122.76,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-07-16,156536.68620,164641.35400,4825,32.44,-5.18,-1.68,35.40,113529.60,Wed,145890.66,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-07-16,71912.56573,73762.62917,1849,38.89,-2.57,-1.00,35.40,66659.28,Thu,141084.76,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-07-16,71912.56573,73762.62917,1849,38.89,-2.57,-1.00,35.40,69612.36,Thu,141084.76,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-07-16,71912.56573,73762.62917,1849,38.89,-2.57,-1.00,35.40,72565.44,Thu,141084.76,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-07-16,95297.33863,81655.85773,2266,42.06,14.31,6.02,35.40,70354.05,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-07-16,95297.33863,81655.85773,2266,42.06,14.31,6.02,35.40,61086.35,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-07-16,95297.33863,81655.85773,2266,42.06,14.31,6.02,35.40,79621.76,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-08-16,541600.89220,562953.37080,16686,32.46,-3.94,-1.28,35.40,356470.44,Sat,279047.26,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-08-16,541600.89220,562953.37080,16686,32.46,-3.94,-1.28,35.40,460382.45,Sat,279047.26,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-08-16,541600.89220,562953.37080,16686,32.46,-3.94,-1.28,35.40,408426.44,Sat,279047.26,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-08-16,71056.06100,74589.17287,1866,38.08,-4.97,-1.89,35.40,92975.19,Sun,138170.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-08-16,71056.06100,74589.17287,1866,38.08,-4.97,-1.89,35.40,97186.05,Sun,138170.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2015-08-16,71056.06100,74589.17287,1866,38.08,-4.97,-1.89,35.40,95080.62,Sun,138170.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2016-08-16,114708.94600,119758.06170,3302,34.74,-4.40,-1.53,35.40,137681.22,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2016-08-16,114708.94600,119758.06170,3302,34.74,-4.40,-1.53,35.40,138877.66,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2016-08-16,114708.94600,119758.06170,3302,34.74,-4.40,-1.53,35.40,136484.78,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2014-09-16,83204.19669,81753.42459,2375,35.03,1.74,0.61,35.40,99998.33,Tue,137314.86,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2014-09-16,83204.19669,81753.42459,2375,35.03,1.74,0.61,35.40,100459.98,Tue,137314.86,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
2014-09-16,83204.19669,81753.42459,2375,35.03,1.74,0.61,35.40,99536.69,Tue,137314.86,Promo 3,2014-01-06,2014-01-07,32.420054115,34.058997391,8179.5,2990,5.06,-63.45,-12.55
2015-09-16,30194.71596,28605.46080,773,39.06,5.26,2.06,35.40,45388.33,Wed,145890.66,Promo 1,2013-12-30,2013-12-31,32.604266004,32.411200123,8047.5,4426.5,-0.59,-45,75.99
2015-09-16,30194.71596,28605.46080,773,39.06,5.26,2.06,35.40,48526.26,Wed,145890.66,Promo 2,2014-01-03,2014-01-04,32.420547901,32.431653385,9777,7486,0.03,-23.43,-684.07
